StartDate,EndDate,ResponseId,Region,Coast,Gender,Age,Cause_CC,Cause_CC_binary,Q6_1_reverse,Q6_2,Q6_3,Q6_4_reverse,Q6_5,Climate,Q7.1,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q7.8,Q7.9,Q7_10,NET_intervention,NET_nature,Knowledge_sc,Knowledge_sc_number,Support_sc,Support_sc_word,Support_sc_binary,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Part1,Part2,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12.10,Risk1,Risk2,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13.10,Benefit,Support_sc2,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5_6,Q16_7,Q16_8,Q16_9,Q16.10,Q16_11_12,Trust1,Trust2,Trust3,Cluster_trust,Q17_1,Q17_2_reverse,Q17_3,Q17_4,Q17_5_6,Gov,Myth_benign,Myth_tolerant,Myth_ephemeral,Myth_capricious,Q19_1_reverse,Q19_2_reverse,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8_reverse,Q19_9,Q19.10,Nature_new,Nature_new_1,Nature,Nature_dualism,Nature1,Nature2_reverse,Nature2,Q20_1_reverse,Q20_1,Q20_2_reverse,Q20_2,Q20_3,Q20_4,Q20_5_reverse,Q20_5,Q20_6_7_reverse,Q20_6_7,Tech_new,Tech_new_1,Tech,Political,Political_word,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7_reverse,Q23_8_reverse,Q23_9_reverse,Q23_10_reverse,Q23_11_reverse,Q23_12_reverse,Com_ind,Egal_hier,Education,Education_number,Survey
2/2/21 0:21,2/2/21 0:37,R_2q7TOxfxZM6uOb0,Washington state (USA),Yes,Female,39,Caused mostly by human activities,Human,4,4,2,5,4,3.8,4,4,4,2,4,2,4,4,3,3,3.285714286,3.666666667,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,1,1,1,2,2,1,1,1.666666667,2,2,2,2,3,2,1,1,2,2,2.166666667,1.5,1,1,1,1,2,2,2,2,3,3,1.8,4,3,4,4,3,3,4,4,4,2,4,3.5,3.333333333,3.666666667,Trustful,4,3,2,3,3,3,2,4,4,4,5,4,4,3,4,5,5,4,3,4,4,4,4.111111111,4,4,4.333333333,1.666666667,3,3,4,2,3,2,4,2,4,2,2.666666667,2,3.4,3,3_Neutral,2,3,3,2,2,3,4,3,2,2,2,2,2.833333333,2.166666667,"College, CEGEP and other non-university certificates or diplomas",4,Public
2/2/21 0:22,2/2/21 0:35,R_1jCVZH9jbeFGLmR,Province of British Columbia (Canada),Yes,Male,40,Caused mostly by human activities,Human,4,4,4,4,4,4,4,4,4,1,4,2,4,5,4,4,3.285714286,4.333333333,"Yes, but I don't really know what it is",2,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,1,2,5,3,3,1.333333333,3.666666667,2,3,3,4,2,4,4,4,3,3,3,3.5,3,3,2,3,3,2,2,3,2,3,2.6,4,2,2,2,3,3,4,3,3,3,4,3,3.333333333,2,Trust coallition,4,2,4,4,3,3.5,3,5,4,5,2,3,5,4,4,4,5,2,4,3,3.875,3.875,3.666666667,3.571428571,4.333333333,2.333333333,3.666666667,2,4,1,5,4,4,1,5,2,4,4,4.666666667,2.4,2,2_Liberal,4,4,3,2,5,4,1,2,2,2,1,1,2.666666667,2.5,Bachelor's degree,5,Public
2/2/21 0:24,2/2/21 0:32,R_sHZJlZdne52KBAl,Washington state (USA),Yes,Female,21,Caused mostly by human activities,Human,5,4,4,1,5,3.8,2,4,4,1,4,2,4,4,1,4,2.571428571,4,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,2,1,2,4,1,2,1.666666667,2.333333333,2,4,5,5,4,5,3,5,3,2,4.166666667,3.25,2,3,4,4,3,2,3,1,3,4,2.9,3,5,5,4,2,3,1,3,4,3,4,3,2.333333333,4.666666667,Trust coallition,2,1,4,5,4,3,5,2,2,4,1,5,4,NA,3,3,2,5,5,4,3.714285714,3.714285714,3.5,3.666666667,3.4,3.666666667,2.333333333,3,3,2,4,5,1,3,3,4,2,3.666666667,3,3,NA,NA,1,4,5,2,3,2,2,5,3,2,NA,5,3.333333333,2.8,Less than high school degree,1,Public
2/1/21 23:50,2/2/21 0:02,R_Ojx8N1oqvxcIrFn,Washington state (USA),Yes,Male,26,Caused mostly by human activities,Human,5,5,5,5,5,5,4,4,4,4,3,4,5,5,3,4,3.714285714,4.666666667,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,2,1,1,5,5,1,1.333333333,3.666666667,4,5,5,5,5,5,1,5,3,5,4.833333333,3.5,2,2,1,2,2,2,2,2,1,1,1.7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,Not trustful,2,3,3,3,3,2.75,3,3,5,5,3,3,4,4,5,5,4,5,2,4,4.125,4.125,3.888888889,3.571428571,4,3.666666667,2.333333333,3,3,3,3,5,3,3,3,1,5,2.333333333,3.666666667,3,NA,NA,4,5,3,3,5,5,3,3,5,1,1,1,3.833333333,2.666666667,High school diploma or equivalent including GED,2,Public
2/1/21 23:47,2/1/21 23:59,R_ZwKUdKBwH5MIKgp,Washington state (USA),No,Female,35,Caused equally by natural changes in the environment and human activities,Other,5,4,3,4,5,4.2,4,2,4,2,5,2,5,5,4,5,3.285714286,5,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,2,1,3,4,4,3,2,3.666666667,4,4,4,4,4,5,2,3,3,4,4.166666667,3,3,3,4,3,5,3,2,3,1,3,3,3,2,3,1,4,4,4,4,4,4,5,4,4,2,Trust coallition,3,3,3,3,3,3,4,4,4,2,5,5,5,4,4,5,5,2,4,3,4,4,4.333333333,4.285714286,4.5,4,2,4,2,4,2,4,5,4,2,3,3,2.333333333,2.333333333,4,3,3_Neutral,2,2,2,2,3,4,3,2,2,3,1,1,2.166666667,2.333333333,"College, CEGEP and other non-university certificates or diplomas",4,Public
2/1/21 23:45,2/1/21 23:56,R_30bOzWxePiniuiZ,Province of British Columbia (Canada),Yes,Male,31,Caused mostly by human activities,Human,5,5,4,1,5,4,3,3,4,3,4,4,4,5,3,3,3.428571429,4,"Yes, but I don't really know what it is",2,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,3,3,3,4,3,3,3,3.333333333,4,4,4,3,2,3,3,2,3,2,3.333333333,2.5,4,4,4,2,3,3,4,3,2,3,3.2,4,3,3,5,3,3,4,4,3,2,4,3,3.333333333,3.666666667,Trust coallition,3,2,4,2,2,2.75,4,4,4,4,3,3,3,4,4,4,3,3,2,2,3.125,3.125,3.222222222,3,3.333333333,3,3,3,3,2,4,3,3,3,3,3,3,3.333333333,3.333333333,2.8,2,2_Liberal,2,2,4,2,3,4,2,2,3,4,2,2,2.5,2.833333333,Bachelor's degree,5,Public
2/1/21 23:36,2/1/21 23:48,R_31uZ3MDVX4VObFz,Province of British Columbia (Canada),Yes,Male,46,Caused mostly by human activities,Human,5,4,4,5,4,4.4,3,3,3,4,4,3,5,4,4,4,3.428571429,4.333333333,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,3,3,3,4,2,2,3,2.666666667,2,4,5,4,5,4,4,4,4,2,4,3.5,2,2,1,1,2,2,2,1,2,2,1.7,3,2,3,2,3,3,4,3,4,1,5,3.5,2.666666667,2.333333333,Trust coallition,3,3,2,3,1,2.75,2,4,4,3,1,5,3,4,3,4,4,3,2,3,3.25,3.25,3.222222222,3.142857143,3.333333333,3,3,2,4,4,2,2,2,3,3,3,3,2.666666667,2.666666667,2.8,2,2_Liberal,3,2,3,1,1,1,3,3,3,1,3,2,2.833333333,1.5,Bachelor's degree,5,Public
2/1/21 23:16,2/1/21 23:23,R_6RnNafxQcP9ltLj,Washington state (USA),NA,Female,19,Caused equally by natural changes in the environment and human activities,Other,3,2,3,1,4,2.6,3,4,5,NA,3,1,4,2,2,NA,3,3,No,1,NA,NA,NA,NA,4,1,2,5,NA,NA,2.333333333,5,3,3,2,4,1,5,5,4,1,3,3,3.25,1,3,2,5,4,NA,3,2,3,1,2.666666667,NA,2,2,1,5,4,NA,3,3,1,3,4,2,1.666666667,Trust coallition,3,2,NA,5,4,3.333333333,2,5,1,4,5,2,5,4,3,NA,2,5,3,3,3.571428571,3.571428571,3.625,3.714285714,3.4,4,2,4,2,3,3,NA,NA,NA,NA,5,1,4,2,4,NA,NA,3,NA,5,3,2,2,4,NA,2,4,1,5,3.5,2.833333333,Some college but no degree,3,Public
2/1/21 22:42,2/1/21 23:11,R_p0fZs4yOKf0sERX,Province of British Columbia (Canada),No,Male,41,Caused equally by natural changes in the environment and human activities,Other,4,4,3,2,4,3.4,4,4,4,2,4,4,3,5,2,4,3.428571429,4,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,2,1,1,2,2,2,1.333333333,2,2,1,2,1,2,1,1,1,3,1,1.5,1.5,3,4,2,4,4,3,3,4,3,5,3.5,4,4,4,5,4,4,2,5,3,4,3,3.5,3.666666667,4.333333333,Trustful,3,2,2,5,4,3,4,4,4,1,2,4,4,4,4,5,4,4,3,4,4,4,3.777777778,3.571428571,4,3.333333333,2.666666667,2,4,5,1,3,3,4,2,4,2,2.333333333,1.666666667,3.8,4,4_Convervative,2,1,2,3,2,2,2,2,2,3,2,5,1.833333333,2.833333333,Master's degree,6,Public
2/1/21 22:47,2/1/21 22:55,R_2aFhIXJe5VDKWnO,Province of British Columbia (Canada),Yes,Male,21,Caused mostly by human activities,Human,4,2,3,4,2,3,3,2,1,2,2,2,4,4,2,3,2,3.666666667,"Yes, but I don't really know what it is",2,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,3,2,5,1,3,5,3.333333333,3,5,2,4,2,2,5,1,1,1,5,3.333333333,2,2,5,4,4,5,1,2,NA,2,2,3,4,5,3,1,3,4,3,1,1,2,3,2,2,3,Not trustful,2,2,4,1,5,2.25,3,2,2,1,1,1,4,5,2,2,4,2,1,4,3,3,2.444444444,2.571428571,3,1.333333333,4.666666667,3,3,3,3,1,3,1,5,5,1,4.333333333,3,2.6,4,4_Convervative,1,1,3,3,3,2,3,1,5,3,5,5,2.333333333,3.5,"College, CEGEP and other non-university certificates or diplomas",4,Public
2/1/21 22:43,2/1/21 22:54,R_1OpEmHwOK78zJsL,Washington state (USA),No,Male,27,Caused mostly by human activities,Human,5,4,5,4,4,4.4,5,5,5,2,5,4,5,5,2,5,4,5,No,1,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,2,2,1,3,2,2,1.666666667,2.333333333,5,4,1,5,4,5,2,2,5,4,4,3.25,3,3,2,5,5,4,4,2,5,5,3.8,5,4,5,3,4,4,5,5,4,3,4,4,4.333333333,4,Trustful,3,2,5,4,2,3.5,2,4,5,4,5,5,4,5,5,5,5,4,5,5,4.75,4.75,4.777777778,4.714285714,4.833333333,4.666666667,1.333333333,4,2,4,2,4,4,4,2,1,5,1.666666667,3,3.4,2,2_Liberal,5,5,4,3,1,4,5,2,5,2,1,1,4.333333333,2,Bachelor's degree,5,Public
2/1/21 22:37,2/1/21 22:50,R_2WU3mY8Bj0j1qIy,Washington state (USA),Yes,Female,29,Caused mostly by human activities,Human,5,5,4,5,5,4.8,5,5,5,3,5,3,5,5,5,5,4.428571429,5,No,1,5,5_Strongly support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,1,1,3,1,1,1,1.666666667,5,3,5,4,3,4,2,3,2,4,4,2.75,5,5,5,5,5,5,5,5,4,5,4.9,4,1,3,3,1,3,3,3,3,3,3,2,3,2.333333333,Trust coallition,3,3,3,3,3,3,3,5,3,4,2,5,3,4,2,5,4,4,4,4,3.75,3.75,3.666666667,3.714285714,3.666666667,3.666666667,2.333333333,3,3,5,1,4,3,5,1,5,1,2.333333333,1,4.4,2,2_Liberal,1,1,1,3,1,4,1,1,1,2,1,1,1,2,High school diploma or equivalent including GED,2,Public
2/1/21 22:24,2/1/21 22:43,R_3ptBIE8lkmBkgs9,Province of British Columbia (Canada),No,Male,28,Caused mostly by human activities,Human,5,4,3,4,4,4,5,3,3,2,4,3,5,4,3,4,3.285714286,4.333333333,"Yes, but I don't really know what it is",2,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,1,2,1,3,4,3,1.333333333,3.333333333,5,3,3,2,4,4,1,2,2,1,3.5,1.5,1,2,1,3,1,2,2,2,2,3,1.9,4,2,2,2,4,3,3,4,3,4,5,3.5,3.666666667,2,Trust coallition,2,3,NA,3,2,2.666666667,2,3,4,4,5,3,4,3,4,4,4,4,4,3,3.75,3.75,3.888888889,3.857142857,3.833333333,4,2,2,4,3,3,2,2,2,4,2,4,3,3.666666667,2.2,2,2_Liberal,3,3,3,1,1,4,3,2,3,2,2,2,2.833333333,2,"College, CEGEP and other non-university certificates or diplomas",4,Public
2/1/21 22:24,2/1/21 22:40,R_3PhOBGctVldCVrq,Washington state (USA),Yes,Male,37,Caused mostly by human activities,Human,5,5,1,5,5,4.2,3,3,2,1,3,1,5,5,2,5,2.142857143,5,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,5,4,5,5,5,5,4.666666667,5,5,4,4,5,3,5,4,4,5,4,4.333333333,4.25,5,4,5,5,4,5,5,4,4,5,4.6,3,5,4,5,4,4,5,5,4,3,4,4,4.333333333,4.666666667,Trustful,5,1,4,5,5,3.75,5,5,5,4,1,1,4,4,4,4,5,1,5,5,4,4,3.222222222,3,4.333333333,1,5,1,5,4,2,5,5,4,2,4,2,2.666666667,2,4.4,2,2_Liberal,5,5,5,2,4,4,4,2,2,1,4,1,3.833333333,2.666666667,Some college but no degree,3,Public
2/1/21 21:55,2/1/21 22:21,R_2YLJxUpk3fBzLue,Washington state (USA),Yes,Female,19,Caused mostly by human activities,Human,5,2,3,4,4,3.6,4,5,NA,2,2,5,3,5,3,4,3.5,4,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,4,2,1,5,1,1,2.333333333,2.333333333,5,4,5,5,4,5,2,3,3,2,4.666666667,2.5,3,3,3,4,4,3,5,2,4,2,3.3,2,4,3,4,2,3,3,4,4,5,4,3,4,3.666666667,Trustful,4,3,3,3,4,3.25,5,4,3,5,4,2,5,4,5,4,4,1,5,3,3.875,3.875,3.777777778,3.571428571,4.5,2.333333333,3.666666667,3,3,3,3,2,5,4,2,2,4,2.333333333,3,3.2,2,2_Liberal,4,3,4,4,5,4,2,3,4,2,2,4,3.333333333,3.5,Some college but no degree,3,Public
2/1/21 22:03,2/1/21 22:15,R_shQVmfMEOnmbJW9,Washington state (USA),Yes,Male,63,Caused equally by natural changes in the environment and human activities,Other,4,2,5,3,3,3.4,3,4,4,3,5,4,4,5,4,2,3.857142857,3.666666667,"Yes, and I know what it is",3,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,1,2,3,1,1,1.333333333,1.666666667,2,2,4,4,4,4,2,2,2,2,3.333333333,2,2,2,2,2,2,4,3,2,3,3,2.5,4,2,3,3,1,NA,2,3,3,3,5,2,2.666666667,2.666666667,Trust coallition,4,3,3,2,4,3,3,3,5,4,3,2,3,3,3,3,5,2,3,4,3.25,3.25,3,3,3.333333333,2.333333333,3.666666667,3,3,3,3,2,3,3,3,2,4,2.666666667,3.333333333,2.6,2,2_Liberal,4,4,4,3,5,4,4,3,3,1,1,1,3.666666667,2.5,"College, CEGEP and other non-university certificates or diplomas",4,Public
2/1/21 22:05,2/1/21 22:14,R_2f6BjzEmauPROxo,Province of British Columbia (Canada),Yes,Male,35,Caused mostly by human activities,Human,5,5,4,5,5,4.8,5,4,4,3,4,2,3,5,3,4,3.571428571,4,No,1,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,1,1,2,2,1,1,1.666666667,4,3,4,5,4,5,2,3,3,3,4.166666667,2.75,4,4,4,4,4,5,4,4,5,4,4.2,4,2,3,3,3,3,4,4,4,3,4,3.5,3.666666667,2.666666667,Trust coallition,3,3,2,3,3,2.75,3,4,4,4,4,4,4,3,2,4,5,4,3,3,3.5,3.5,3.666666667,3.857142857,3.5,4,2,2,4,4,2,2,2,3,3,3,3,2.666666667,2.666666667,2.8,3,3_Neutral,2,2,2,2,1,1,2,2,2,2,1,2,2,1.5,Master's degree,6,Public
2/1/21 20:52,2/1/21 22:06,R_11dr1FxCDwaI3XH,Washington state (USA),Yes,Female,63,Caused equally by natural changes in the environment and human activities,Other,4,5,4,4,4,4.2,4,4,4,5,4,5,4,5,4,5,4.285714286,4.666666667,No,1,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,3,2,3,2,2,1,2.666666667,1.666666667,2,2,2,2,3,3,2,2,2,2,2.333333333,2,3,2,3,2,2,2,2,2,2,3,2.3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Trustful,4,4,3,3,4,3.5,4,4,4,4,4,2,4,3,4,4,4,2,4,4,3.625,3.625,3.444444444,3.285714286,3.833333333,2.666666667,3.333333333,3,3,4,2,4,2,3,3,2,4,2.333333333,3,3,4,4_Convervative,2,2,3,3,2,4,4,1,4,2,2,2,2.666666667,2.5,Some college but no degree,3,Public
2/1/21 21:14,2/1/21 22:05,R_eR2txc77FSiwoNj,Washington state (USA),Yes,Male,47,Caused equally by natural changes in the environment and human activities,Other,5,4,3,2,5,3.8,4,4,3,4,4,3,4,4,4,5,3.714285714,4.333333333,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,3,2,2,3,1,1,2.333333333,1.666666667,1,3,3,2,2,5,3,3,4,2,2.666666667,3,4,3,5,5,5,5,4,5,4,3,4.3,4,4,4,4,4,4,4,5,5,3,5,4.5,4,4,Trustful,4,4,4,4,4,4,3,5,4,3,2,3,4,3,4,3,4,4,3,4,3.625,3.625,3.333333333,3.285714286,3.5,3,3,1,5,3,3,4,4,3,3,3,3,3,3,3.4,3,3_Neutral,3,3,5,1,3,2,2,2,4,1,2,1,3.166666667,1.666666667,Some college but no degree,3,Public
2/1/21 21:39,2/1/21 21:59,R_2VJckfrT0e2hm2s,Province of British Columbia (Canada),Yes,Male,32,Caused mostly by human activities,Human,5,4,4,5,5,4.6,4,5,4,4,4,5,5,5,4,5,4.285714286,5,No,1,5,5_Strongly support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,1,1,1,1,1,1,1,4,1,2,4,2,4,1,4,1,4,2.833333333,2.5,5,5,5,5,5,5,5,5,3,5,4.8,4,2,4,3,4,4,4,5,4,5,3,4,4.666666667,3,Trustful,4,2,3,4,3,3.25,2,4,4,3,2,2,3,4,4,5,4,4,4,4,4,4,3.555555556,3.285714286,4,2.666666667,3.333333333,1,5,4,2,4,4,4,2,2,4,2,2.666666667,3.6,2,2_Liberal,2,3,2,2,2,4,3,2,4,1,2,1,2.666666667,2,"College, CEGEP and other non-university certificates or diplomas",4,Public
2/1/21 21:15,2/1/21 21:56,R_ahFI3Ye9wdiK8UN,Washington state (USA),No,Female,39,Caused mostly by natural changes in the environment,Other,3,3,3,2,3,2.8,NA,NA,3,2,4,2,4,4,3,3,2.8,3.666666667,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,3,3,3,4,4,3,3,3.666666667,4,4,5,4,5,5,4,NA,NA,3,4.5,3.5,5,3,2,4,4,3,2,2,3,3,3.1,2,4,3,4,1,1,4,3,2,3,3,1.5,3.333333333,3.666666667,Trust coallition,3,1,NA,1,1,1.666666667,3,4,4,3,3,4,3,2,2,4,4,2,2,2,2.625,2.625,2.888888889,2.857142857,2.833333333,3,3,1,5,3,3,2,2,2,4,NA,NA,3.5,3.5,2.25,5,5_Very conservative,5,3,5,5,3,5,5,4,5,5,4,4,4.5,4.333333333,Some college but no degree,3,Public
2/1/21 21:38,2/1/21 21:54,R_2y2RASTANGxcosJ,Washington state (USA),Yes,Female,31,Caused mostly by human activities,Human,5,4,5,4,5,4.6,4,2,2,2,4,2,5,5,4,4,2.857142857,4.666666667,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,NA,NA,1,5,4,NA,1,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,5,4,2,4,5,2,4.333333333,2.666666667,Trust coallition,2,2,2,2,1,2,2,4,4,3,4,4,4,4,4,5,4,4,4,4,4.125,4.125,4.111111111,4,4.166666667,4,2,2,4,4,2,3,4,3,3,2,4,2.333333333,3,3.2,1,1_Very liberal,4,4,5,2,1,3,4,3,4,1,2,1,4,1.666666667,Bachelor's degree,5,Public
2/1/21 21:30,2/1/21 21:53,R_O360Ut8Hr878CXv,Washington state (USA),Yes,Female,45,Caused equally by natural changes in the environment and human activities,Other,5,3,3,3,4,3.6,NA,NA,NA,2,NA,NA,5,5,NA,4,2,4.666666667,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,NA,NA,3,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,1,NA,NA,2,2,4,3,1.5,3,2.333333333,Not trustful,3,1,NA,1,3,1.666666667,3,4,5,4,5,2,5,4,5,4,4,2,4,4,4,4,3.888888889,3.714285714,4.333333333,3,3,3,3,3,3,3,4,3,3,4,2,3.333333333,2.666666667,3.4,4,4_Convervative,5,4,5,4,2,4,5,4,5,1,4,2,4.666666667,2.833333333,Bachelor's degree,5,Public
2/1/21 21:39,2/1/21 21:52,R_3jc8ukywX5WXLYI,Washington state (USA),Yes,Female,31,Caused mostly by human activities,Human,5,4,2,4,3,3.6,2,1,4,1,3,2,5,5,2,4,2.142857143,4.666666667,No,1,1,1_Strongly oppose,0,We need further research before being able to implement a Solid Carbon project.,1,5,5,5,2,1,3.666666667,2.666666667,4,3,5,4,3,5,2,4,2,2,4,2.5,3,4,1,2,3,4,2,1,1,3,2.4,1,4,3,2,1,1,3,4,3,1,3,2,2.666666667,3,Not trustful,1,2,1,1,1,1.25,3,4,5,3,4,5,3,4,4,5,5,4,4,4,4.125,4.125,4.222222222,4.142857143,4.166666667,4.333333333,1.666666667,1,5,5,1,4,4,5,1,4,2,2,1.333333333,4.4,3,3_Neutral,4,2,4,3,4,5,5,2,4,2,2,3,3.5,3.166666667,Master's degree,6,Public
2/1/21 21:41,2/1/21 21:52,R_10q1ILAmawIKPQA,Province of British Columbia (Canada),Yes,Male,49,Caused equally by natural changes in the environment and human activities,Other,4,3,3,3,4,3.4,5,4,5,4,5,5,5,5,5,5,4.714285714,5,No,1,5,5_Strongly support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,3,3,4,2,3,3,3.333333333,2.666666667,2,3,4,3,3,4,3,3,3,3,3.166666667,3,4,4,3,5,4,4,3,3,4,4,3.8,5,4,4,4,5,5,4,NA,5,5,3,5,4.5,4,Trustful,3,3,3,4,3,3.25,3,2,5,4,1,1,5,NA,5,5,5,4,5,5,4.857142857,4.857142857,3.875,3.5,5,2,4,1,5,1,5,4,5,3,3,4,2,4,3.333333333,3.4,4,4_Convervative,3,3,4,3,4,4,1,2,4,3,1,1,2.833333333,2.666666667,"College, CEGEP and other non-university certificates or diplomas",4,Public
2/1/21 21:17,2/1/21 21:35,R_26autqYvtURE64d,Washington state (USA),Yes,Female,32,Caused mostly by human activities,Human,5,5,3,5,5,4.6,4,4,4,3,3,3,4,5,4,5,3.571428571,4.666666667,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,1,2,1,3,3,2,1.333333333,2.666666667,5,4,3,1,4,3,1,3,1,3,3.333333333,2,5,5,4,4,5,5,4,5,NA,5,4.666666667,4,3,4,4,2,2,4,4,2,3,4,2,3.666666667,3.666666667,Trust coallition,2,2,2,2,2,2,1,4,5,3,5,1,5,5,5,5,5,4,4,5,4.75,4.75,4.333333333,4.142857143,4.833333333,3.333333333,2.666666667,2,4,2,4,3,3,3,3,3,3,3.333333333,3.333333333,2.8,NA,NA,2,3,1,1,1,5,1,3,3,1,3,1,2.166666667,2,Some college but no degree,3,Public
2/1/21 18:50,2/1/21 21:28,R_22xdDtzEjQ9Qt3Q,Province of British Columbia (Canada),Yes,Male,28,Caused equally by natural changes in the environment and human activities,Other,5,5,5,5,5,5,4,4,3,2,4,4,4,5,4,4,3.571428571,4.333333333,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,3,4,5,3,5,NA,4,4,4,1,4,1,4,4,4,1,4,1,3,2.5,4,4,1,4,4,4,5,5,1,1,3.3,4,4,3,4,4,4,5,5,4,3,3,4,4.333333333,3.666666667,Trustful,4,3,2,4,3,3.25,3,2,5,5,1,5,4,4,4,5,4,4,1,4,3.75,3.75,3.555555556,3.285714286,3.666666667,3.333333333,2.666666667,1,5,4,2,5,3,5,1,5,1,2.666666667,1.333333333,4.4,3,3_Neutral,2,2,2,3,4,4,2,1,3,2,2,2,2,2.833333333,Bachelor's degree,5,Public
2/1/21 21:05,2/1/21 21:18,R_33rTOMiHTD3Cuqj,Washington state (USA),No,Male,57,Caused mostly by human activities,Human,3,3,3,3,3,3,4,3,4,2,4,2,3,4,3,3,3.142857143,3.333333333,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,4,3,3,2,3,3,2,3,3,2.333333333,3.333333333,Trust coallition,3,3,3,3,3,3,3,3,3,3,5,3,3,3,2,4,3,2,3,4,3,3,3.111111111,3.142857143,3,3.333333333,2.666666667,3,3,4,2,4,3,3,3,4,2,3,2.333333333,3.6,3,3_Neutral,3,3,3,3,4,3,4,3,4,3,4,4,3.333333333,3.5,Bachelor's degree,5,Public
2/1/21 21:01,2/1/21 21:17,R_NUXKbldsPREhkJz,Province of British Columbia (Canada),Yes,Male,59,Caused mostly by natural changes in the environment,Other,4,3,NA,3,3,3.25,4,3,3,3,3,NA,4,5,NA,NA,3.2,4.5,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,1,1,1,2,3,NA,1,2.5,2,2,2,2,2,2,1,1,2,1,2,1.25,1,1,1,2,NA,1,1,1,1,1,1.111111111,3,3,3,2,4,4,2,3,4,3,1,4,2.666666667,2.666666667,Trust coallition,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,2,NA,NA,4,2,3.5,2.5,3,3,3_Neutral,3,3,3,4,NA,5,3,2,3,3,NA,3,2.833333333,3.75,High school diploma or equivalent including GED,2,Public
